Topology,car_cache,dynamo_stream,dynamo_ondemand,dynamo_writerate,dynamo_peakcapacity,dynamo_peaktime,dynamo_readrate,sqs_queue_size,sqs_timeout,fargate_vcpus,fargate_memorylevel,latency,cost,complexity,scalability
2.1,2,1,0,7350,9,0.1,1900,416,7,4,3,0,27.8285,16,2.82063
2.1,3,0,1,5350,10,0.8,5200,480,1,16,2,0,15.7532,16,8.8686
2.1,3,1,1,3300,9,1,1800,888,6,12,2,0,15.3049,16,8.89901
2.1,4,1,0,1650,5,0.3,2800,952,10,6,3,0,17.1515,16,2.65947
2.1,10,1,0,2750,4,0.7,5300,1000,4,12,3,0,85.1946,16,0.304372
2.1,10,0,1,3550,8,0.6,3700,592,10,8,1,0,12.4089,16,8.93059
2.1,7,0,0,8600,3,0.5,7950,832,2,14,3,0,104.0753,16,0.306524
2.1,8,1,1,5250,1,0.8,4550,432,3,2,2,0,12.2718,16,8.98229
2.1,8,1,0,1200,6,0.8,4850,752,6,16,1,0,55.8177,16,0.523334
2.1,10,0,1,5400,4,0.6,7550,192,4,10,1,0,12.4336,16,8.91286
2.1,1,1,1,5300,1,0.9,6400,552,4,2,2,3.2e-06,24.5874,16,9.00078
2.1,8,0,0,8550,9,0.1,2550,496,4,4,1,0,96.3967,16,0.301239
2.1,3,0,1,1850,2,0.8,6250,8,4,8,3,0,15.6545,16,8.92454
2.1,3,0,1,1600,3,0.4,3300,936,9,10,1,0,15.6436,16,8.93611
2.1,3,0,1,6650,8,0.9,5150,176,4,6,3,0,15.6209,16,8.94372
2.1,7,0,1,8450,6,1,7900,200,7,12,1,0,13.14,16,8.90044
2.1,7,0,1,9950,1,1,3350,176,1,4,2,0,13.0501,16,8.96172
2.1,10,0,0,3900,3,0.7,1200,656,7,8,2,0,86.9827,16,0.296252
2.1,4,1,1,5150,2,0.3,8350,864,3,8,2,0,14.1817,16,8.92798
2.1,3,1,0,5600,7,0.3,7750,552,7,6,2,0,49.8304,16,1.10844
2.1,2,1,0,3300,7,0.2,10000,824,10,4,2,0,20.754,16,3.78455
2.1,9,0,0,7150,9,0.3,950,376,1,6,2,0,224.9549,16,0.1229528
2.1,4,1,1,9250,6,0.4,3000,152,10,4,3,0,14.1323,16,8.95955
2.1,9,1,1,5650,10,0.7,6850,376,10,6,2,0,12.178,16,8.93734
2.1,7,0,0,8750,7,0.1,7400,616,7,12,3,0,72.281,16,0.441355
2.1,9,1,0,9800,1,0.8,3800,320,6,10,2,0,25.8154,16,1.07838
2.1,5,0,1,6100,8,0.6,5400,496,6,12,1,0,13.8083,16,8.90545
2.1,10,1,0,5150,7,0.5,3750,552,1,10,2,0,217.0578,16,0.1194651
2.1,6,0,0,6050,7,0.4,1450,416,1,14,2,0,129.7451,16,0.2652033
2.1,2,1,1,2600,4,0,9700,184,6,4,2,0,17.7684,16,8.97911
2.1,3,1,1,4050,7,0.8,5500,552,10,10,1,0,15.2536,16,8.93447
2.1,4,0,0,800,5,0.8,5450,968,8,4,2,0,23.904,16,1.89273
2.1,6,1,0,3400,1,0.7,7050,976,4,12,1,0,9.22067,16,3.76099
2.1,10,1,1,6300,8,0.6,2550,144,7,12,3,0,12.0796,16,8.85217
2.1,1,0,1,8350,1,0,9950,744,7,14,1,0,24.993,16,8.9603
2.1,8,0,1,4000,1,0.5,1000,848,8,16,3,0,12.9388,16,9.08239
2.1,2,0,0,5650,6,0.1,1750,264,9,8,2,0,19.6532,16,3.95247
2.1,3,0,0,2150,3,0.3,6050,80,7,16,1,0,13.9802,16,3.91086
2.1,8,0,1,8950,6,0.4,8100,264,3,14,3,0,12.9052,16,8.83822
2.1,3,0,0,7200,6,0.5,1250,272,6,4,2,0,83.5474,16,0.655006
2.1,7,1,1,3700,7,0.8,7450,392,5,14,2,0,12.7715,16,8.85824
2.1,5,0,0,6750,5,0.4,5700,624,1,8,3,0,87.836,16,0.4317
2.1,8,1,0,6550,8,0.7,7600,864,2,2,3,0,350.4786,16,0.08335461
2.1,5,1,0,4350,4,0.7,5900,560,8,2,1,0,69.2163,16,0.553938
2.1,3,1,1,5650,6,0,8150,400,4,16,1,0,15.3276,16,8.88686
2.1,6,1,0,1700,8,1,7950,296,4,10,3,0,99.4492,16,0.348709
2.1,5,0,1,6450,8,0.3,4750,40,9,2,2,0,13.6893,16,8.98608
2.1,6,0,0,3550,10,0.9,8900,368,7,4,2,0,262.8003,16,0.1309492
2.1,10,1,1,8250,7,0.6,3500,104,10,2,2,0,11.9073,16,8.98097
2.1,5,1,1,7100,10,0.7,1250,80,10,14,2,0,13.4501,16,8.86559
2.1,3,1,1,6850,9,0.1,5950,784,6,10,2,0,15.2758,16,8.91598
2.1,4,0,1,9550,8,0.2,7700,776,10,10,2,0,14.6158,16,8.91219
2.1,3,1,1,1100,5,0.5,1750,264,2,2,3,0,15.1637,16,8.98586
2.1,9,1,0,850,9,0.4,1000,88,1,2,3,0,36.9066,16,0.754305
2.1,7,1,0,6100,5,0.5,750,368,9,10,3,0,125.6867,16,0.2556597
2.1,1,0,0,4600,7,0.5,2950,464,4,10,3,0,35.4609,16,3.90495
2.1,10,1,1,1900,6,0.2,1550,24,8,12,1,0,12.0263,16,8.89144
2.1,6,1,1,3700,10,0.9,1750,184,2,8,2,0,12.9667,16,8.92124
2.1,9,0,0,750,2,0.2,6600,8,6,8,1,0,7.76203,16,3.56335
2.1,9,1,1,1950,7,0.9,8650,344,6,16,1,0,12.2881,16,8.85727
2.1,10,1,0,2450,2,0.7,8350,680,10,14,3,0,31.6802,16,0.818519
2.1,6,0,0,2850,2,0.1,9950,824,5,4,1,0,11.7132,16,2.94234
2.1,9,1,0,1000,6,0,3600,656,10,2,2,0,5.42372,16,5.13494
2.1,6,0,0,4750,5,0.3,2800,544,3,14,1,0,58.4844,16,0.588342
2.1,10,0,1,6250,4,0.6,5800,592,6,8,1,0,12.4089,16,8.93059
2.1,7,1,1,9400,9,0.6,4750,696,1,10,1,0,12.691,16,8.91442
2.1,4,1,1,7400,6,0.5,8550,792,10,16,3,0,14.3338,16,8.83326
2.1,7,1,1,7950,7,0.7,8950,256,2,6,2,0,12.655,16,8.93981
2.1,9,1,1,4100,9,0,1350,40,4,8,1,0,12.1893,16,8.92902
2.1,10,1,0,7950,3,0.8,2600,600,2,2,1,0,188.6148,16,0.1376792
2.1,7,1,0,2600,5,0.6,5750,744,3,12,3,0,65.2122,16,0.492745
2.1,2,1,0,9750,4,0.1,7050,176,5,10,3,0,21.475,16,3.65163
2.1,7,1,1,7050,6,0.2,8600,24,5,8,2,0,12.6841,16,8.91927
2.1,7,0,1,2150,6,0.1,4300,424,10,16,3,0,13.2605,16,8.81956
2.1,3,1,1,3150,8,0.5,3200,336,8,8,3,0,15.2645,16,8.92261
2.1,4,0,0,1900,4,0.5,4700,960,4,12,1,0,24.1469,16,1.87273
2.1,4,1,1,8150,6,0.8,1500,8,2,12,2,0,14.2399,16,8.89146
2.1,2,0,0,7900,8,0,8550,544,3,8,1,0,13.5537,16,5.74176
2.1,8,1,0,1900,3,0.6,7300,200,5,6,2,0,30.9333,16,0.944334
2.1,3,0,1,1200,5,0.8,3850,192,9,10,3,0,15.688,16,8.90544
2.1,3,0,0,7800,7,0,2450,96,7,10,1,0,13.354,16,4.09936
2.1,10,0,1,6100,8,0.2,2900,848,5,6,2,0,12.3976,16,8.93877
2.1,7,1,0,2200,9,0.6,5850,528,3,14,1,0,103.7788,16,0.3096299
2.1,2,1,0,2500,2,0.1,650,920,1,12,1,0,10.7883,16,7.28427
2.1,4,1,0,7450,6,0.3,5200,600,9,6,1,0,70.878,16,0.644724
2.1,2,1,0,5950,1,0.3,1050,344,1,2,2,0,11.7857,16,6.66678
2.1,1,0,0,5650,2,0.1,6100,656,6,12,1,0,18.0213,16,7.70381
2.1,3,1,0,6050,1,0.4,4000,568,10,10,3,0,10.9444,16,5.04355
2.1,1,1,1,8050,8,1,9900,368,2,6,3,0,24.6509,16,8.97169
2.1,3,1,1,9050,5,0.9,8800,904,9,6,2,0,15.2176,16,8.95241
2.1,6,0,0,2800,6,0.8,8900,936,3,14,1,0,110.3778,16,0.3117369
2.1,4,1,1,6150,7,0.4,2200,744,8,10,3,0,14.233,16,8.89577
2.1,6,1,0,7350,6,0.7,5000,656,6,12,2,0,215.9695,16,0.1605728
2.1,1,1,0,2850,2,0.8,5300,272,4,14,2,0,19.4477,16,7.58818
2.1,9,0,0,2850,1,0.3,9600,336,9,4,2,0,10.9778,16,2.51953
2.1,7,0,1,3750,9,0,6650,48,9,2,1,0,13.0166,16,8.98976
2.1,7,1,1,1050,7,0.5,3250,24,6,2,2,0,12.5967,16,8.983
2.1,1,1,1,8050,10,0.1,700,440,3,14,2,0,24.7541,16,8.93356
2.1,8,1,1,1850,3,0.7,4100,32,9,2,3,0,12.2762,16,8.97783
2.1,5,1,1,5800,10,0.3,8850,88,3,4,2,0,13.3044,16,8.96387
2.1,6,0,0,3400,10,0.1,3300,168,1,8,1,0,35.1876,16,0.978092
2.1,5,1,1,8200,2,0.7,2350,432,5,12,2,0,13.4209,16,8.88483
2.1,9,1,1,9700,5,1,1000,448,9,10,2,0,12.2362,16,8.89479
2.1,8,1,0,7300,2,0.9,8500,216,5,14,3,0,86.7561,16,0.336706
